﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamtlast [MW]
04.07.2024 21:00:00;04.07.2024 22:00:00;6600,800
04.07.2024 22:00:00;04.07.2024 23:00:00;6259,500
04.07.2024 23:00:00;05.07.2024 00:00:00;5717,400
05.07.2024 00:00:00;05.07.2024 01:00:00;5462,100
05.07.2024 01:00:00;05.07.2024 02:00:00;5185,400
05.07.2024 02:00:00;05.07.2024 03:00:00;5060,200
05.07.2024 03:00:00;05.07.2024 04:00:00;4970,000
05.07.2024 04:00:00;05.07.2024 05:00:00;5047,700
05.07.2024 05:00:00;05.07.2024 06:00:00;5550,000
05.07.2024 06:00:00;05.07.2024 07:00:00;6342,800
05.07.2024 07:00:00;05.07.2024 08:00:00;6856,400
05.07.2024 08:00:00;05.07.2024 09:00:00;7212,100
05.07.2024 09:00:00;05.07.2024 10:00:00;7239,300
05.07.2024 10:00:00;05.07.2024 11:00:00;7175,900
05.07.2024 11:00:00;05.07.2024 12:00:00;6899,300
05.07.2024 12:00:00;05.07.2024 13:00:00;6456,200
05.07.2024 13:00:00;05.07.2024 14:00:00;6206,500
05.07.2024 14:00:00;05.07.2024 15:00:00;6124,500
05.07.2024 15:00:00;05.07.2024 16:00:00;6126,000
05.07.2024 16:00:00;05.07.2024 17:00:00;6170,000
05.07.2024 17:00:00;05.07.2024 18:00:00;6391,900
05.07.2024 18:00:00;05.07.2024 19:00:00;6586,100
05.07.2024 19:00:00;05.07.2024 20:00:00;6614,500
05.07.2024 20:00:00;05.07.2024 21:00:00;6479,300
05.07.2024 21:00:00;05.07.2024 22:00:00;6349,300
05.07.2024 22:00:00;05.07.2024 23:00:00;6050,700
05.07.2024 23:00:00;06.07.2024 00:00:00;5560,400
06.07.2024 00:00:00;06.07.2024 01:00:00;5296,600
06.07.2024 01:00:00;06.07.2024 02:00:00;4979,600
06.07.2024 02:00:00;06.07.2024 03:00:00;4814,200
06.07.2024 03:00:00;06.07.2024 04:00:00;4664,900
06.07.2024 04:00:00;06.07.2024 05:00:00;4629,400
06.07.2024 05:00:00;06.07.2024 06:00:00;4737,700
06.07.2024 06:00:00;06.07.2024 07:00:00;4949,700
06.07.2024 07:00:00;06.07.2024 08:00:00;5287,500
06.07.2024 08:00:00;06.07.2024 09:00:00;5666,900
06.07.2024 09:00:00;06.07.2024 10:00:00;5884,000
06.07.2024 10:00:00;06.07.2024 11:00:00;5850,500
06.07.2024 11:00:00;06.07.2024 12:00:00;5810,200
06.07.2024 12:00:00;06.07.2024 13:00:00;5503,200
06.07.2024 13:00:00;06.07.2024 14:00:00;5352,300
06.07.2024 14:00:00;06.07.2024 15:00:00;5345,600
06.07.2024 15:00:00;06.07.2024 16:00:00;5465,200
06.07.2024 16:00:00;06.07.2024 17:00:00;5613,600
06.07.2024 17:00:00;06.07.2024 18:00:00;5822,400
06.07.2024 18:00:00;06.07.2024 19:00:00;5882,100
06.07.2024 19:00:00;06.07.2024 20:00:00;5962,500
06.07.2024 20:00:00;06.07.2024 21:00:00;5940,300
06.07.2024 21:00:00;06.07.2024 22:00:00;5774,700
06.07.2024 22:00:00;06.07.2024 23:00:00;5563,200
06.07.2024 23:00:00;07.07.2024 00:00:00;5150,000
07.07.2024 00:00:00;07.07.2024 01:00:00;4925,600
07.07.2024 01:00:00;07.07.2024 02:00:00;4594,500
07.07.2024 02:00:00;07.07.2024 03:00:00;4502,700
07.07.2024 03:00:00;07.07.2024 04:00:00;4338,900
07.07.2024 04:00:00;07.07.2024 05:00:00;4327,200
07.07.2024 05:00:00;07.07.2024 06:00:00;4373,600
07.07.2024 06:00:00;07.07.2024 07:00:00;4547,600
07.07.2024 07:00:00;07.07.2024 08:00:00;4867,100
07.07.2024 08:00:00;07.07.2024 09:00:00;5286,400
07.07.2024 09:00:00;07.07.2024 10:00:00;5676,800
07.07.2024 10:00:00;07.07.2024 11:00:00;5891,500
07.07.2024 11:00:00;07.07.2024 12:00:00;6001,500
07.07.2024 12:00:00;07.07.2024 13:00:00;5739,400
07.07.2024 13:00:00;07.07.2024 14:00:00;5537,900
07.07.2024 14:00:00;07.07.2024 15:00:00;5431,800
07.07.2024 15:00:00;07.07.2024 16:00:00;5422,400
07.07.2024 16:00:00;07.07.2024 17:00:00;5480,100
07.07.2024 17:00:00;07.07.2024 18:00:00;5653,500
07.07.2024 18:00:00;07.07.2024 19:00:00;5805,000
07.07.2024 19:00:00;07.07.2024 20:00:00;5784,400
07.07.2024 20:00:00;07.07.2024 21:00:00;5826,000
07.07.2024 21:00:00;07.07.2024 22:00:00;5711,100
07.07.2024 22:00:00;07.07.2024 23:00:00;5674,800
07.07.2024 23:00:00;08.07.2024 00:00:00;5248,000
