﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamtlast [MW]
08.01.2025 21:00:00;08.01.2025 22:00:00;7636,900
08.01.2025 22:00:00;08.01.2025 23:00:00;7384,200
08.01.2025 23:00:00;09.01.2025 00:00:00;6936,600
09.01.2025 00:00:00;09.01.2025 01:00:00;6680,700
09.01.2025 01:00:00;09.01.2025 02:00:00;6434,300
09.01.2025 02:00:00;09.01.2025 03:00:00;6272,800
09.01.2025 03:00:00;09.01.2025 04:00:00;6168,600
09.01.2025 04:00:00;09.01.2025 05:00:00;6292,700
09.01.2025 05:00:00;09.01.2025 06:00:00;6962,200
09.01.2025 06:00:00;09.01.2025 07:00:00;8067,300
09.01.2025 07:00:00;09.01.2025 08:00:00;9053,500
09.01.2025 08:00:00;09.01.2025 09:00:00;9457,300
09.01.2025 09:00:00;09.01.2025 10:00:00;9381,400
09.01.2025 10:00:00;09.01.2025 11:00:00;9306,500
09.01.2025 11:00:00;09.01.2025 12:00:00;9149,000
09.01.2025 12:00:00;09.01.2025 13:00:00;8899,800
09.01.2025 13:00:00;09.01.2025 14:00:00;8734,000
09.01.2025 14:00:00;09.01.2025 15:00:00;8589,000
09.01.2025 15:00:00;09.01.2025 16:00:00;8724,500
09.01.2025 16:00:00;09.01.2025 17:00:00;8963,700
09.01.2025 17:00:00;09.01.2025 18:00:00;9198,600
09.01.2025 18:00:00;09.01.2025 19:00:00;9073,800
09.01.2025 19:00:00;09.01.2025 20:00:00;8716,500
09.01.2025 20:00:00;09.01.2025 21:00:00;8192,200
09.01.2025 21:00:00;09.01.2025 22:00:00;7636,700
09.01.2025 22:00:00;09.01.2025 23:00:00;7364,300
09.01.2025 23:00:00;10.01.2025 00:00:00;7044,400
10.01.2025 00:00:00;10.01.2025 01:00:00;6781,500
10.01.2025 01:00:00;10.01.2025 02:00:00;6586,900
10.01.2025 02:00:00;10.01.2025 03:00:00;6522,100
10.01.2025 03:00:00;10.01.2025 04:00:00;6464,100
10.01.2025 04:00:00;10.01.2025 05:00:00;6599,100
10.01.2025 05:00:00;10.01.2025 06:00:00;7251,700
10.01.2025 06:00:00;10.01.2025 07:00:00;8302,500
10.01.2025 07:00:00;10.01.2025 08:00:00;9075,200
10.01.2025 08:00:00;10.01.2025 09:00:00;9547,900
10.01.2025 09:00:00;10.01.2025 10:00:00;9498,600
10.01.2025 10:00:00;10.01.2025 11:00:00;9326,700
10.01.2025 11:00:00;10.01.2025 12:00:00;9066,000
10.01.2025 12:00:00;10.01.2025 13:00:00;8727,500
10.01.2025 13:00:00;10.01.2025 14:00:00;8631,200
10.01.2025 14:00:00;10.01.2025 15:00:00;8500,000
10.01.2025 15:00:00;10.01.2025 16:00:00;8703,100
10.01.2025 16:00:00;10.01.2025 17:00:00;8979,100
10.01.2025 17:00:00;10.01.2025 18:00:00;9270,300
10.01.2025 18:00:00;10.01.2025 19:00:00;9129,700
10.01.2025 19:00:00;10.01.2025 20:00:00;8750,800
10.01.2025 20:00:00;10.01.2025 21:00:00;8215,000
10.01.2025 21:00:00;10.01.2025 22:00:00;7691,100
10.01.2025 22:00:00;10.01.2025 23:00:00;7656,400
10.01.2025 23:00:00;11.01.2025 00:00:00;7208,700
11.01.2025 00:00:00;11.01.2025 01:00:00;7046,800
11.01.2025 01:00:00;11.01.2025 02:00:00;6880,300
11.01.2025 02:00:00;11.01.2025 03:00:00;6774,900
11.01.2025 03:00:00;11.01.2025 04:00:00;6632,900
11.01.2025 04:00:00;11.01.2025 05:00:00;6582,800
11.01.2025 05:00:00;11.01.2025 06:00:00;6757,600
11.01.2025 06:00:00;11.01.2025 07:00:00;7125,400
11.01.2025 07:00:00;11.01.2025 08:00:00;7553,500
11.01.2025 08:00:00;11.01.2025 09:00:00;7865,700
11.01.2025 09:00:00;11.01.2025 10:00:00;8002,700
11.01.2025 10:00:00;11.01.2025 11:00:00;8048,800
11.01.2025 11:00:00;11.01.2025 12:00:00;8085,100
11.01.2025 12:00:00;11.01.2025 13:00:00;7985,700
11.01.2025 13:00:00;11.01.2025 14:00:00;7700,900
11.01.2025 14:00:00;11.01.2025 15:00:00;7767,300
11.01.2025 15:00:00;11.01.2025 16:00:00;8084,800
11.01.2025 16:00:00;11.01.2025 17:00:00;8267,600
11.01.2025 17:00:00;11.01.2025 18:00:00;8522,900
11.01.2025 18:00:00;11.01.2025 19:00:00;8435,700
11.01.2025 19:00:00;11.01.2025 20:00:00;8191,400
11.01.2025 20:00:00;11.01.2025 21:00:00;7822,500
11.01.2025 21:00:00;11.01.2025 22:00:00;7420,000
11.01.2025 22:00:00;11.01.2025 23:00:00;7348,500
11.01.2025 23:00:00;12.01.2025 00:00:00;7003,700
12.01.2025 00:00:00;12.01.2025 01:00:00;6783,000
12.01.2025 01:00:00;12.01.2025 02:00:00;6509,200
12.01.2025 02:00:00;12.01.2025 03:00:00;6545,800
12.01.2025 03:00:00;12.01.2025 04:00:00;6336,100
12.01.2025 04:00:00;12.01.2025 05:00:00;6326,600
12.01.2025 05:00:00;12.01.2025 06:00:00;6501,400
12.01.2025 06:00:00;12.01.2025 07:00:00;6694,900
12.01.2025 07:00:00;12.01.2025 08:00:00;7043,100
12.01.2025 08:00:00;12.01.2025 09:00:00;7393,100
12.01.2025 09:00:00;12.01.2025 10:00:00;7609,500
12.01.2025 10:00:00;12.01.2025 11:00:00;7974,800
12.01.2025 11:00:00;12.01.2025 12:00:00;8147,200
12.01.2025 12:00:00;12.01.2025 13:00:00;8083,200
12.01.2025 13:00:00;12.01.2025 14:00:00;7914,200
12.01.2025 14:00:00;12.01.2025 15:00:00;7795,700
12.01.2025 15:00:00;12.01.2025 16:00:00;7633,200
12.01.2025 16:00:00;12.01.2025 17:00:00;7800,500
12.01.2025 17:00:00;12.01.2025 18:00:00;8159,300
12.01.2025 18:00:00;12.01.2025 19:00:00;8242,600
12.01.2025 19:00:00;12.01.2025 20:00:00;8050,300
12.01.2025 20:00:00;12.01.2025 21:00:00;7677,800
12.01.2025 21:00:00;12.01.2025 22:00:00;7294,600
12.01.2025 22:00:00;12.01.2025 23:00:00;7348,100
12.01.2025 23:00:00;13.01.2025 00:00:00;7130,400
