﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamt (inklusive anderer Generationstypen) [MW];Wind [MW];Solar [MW]
06.09.2024 11:00:00;06.09.2024 12:00:00;3290,700;300,000;2626,000
06.09.2024 12:00:00;06.09.2024 13:00:00;3342,500;254,000;2972,000
06.09.2024 13:00:00;06.09.2024 14:00:00;3320,100;233,000;2868,000
06.09.2024 14:00:00;06.09.2024 15:00:00;3596,100;295,000;2600,000
06.09.2024 15:00:00;06.09.2024 16:00:00;3572,300;384,000;2185,000
06.09.2024 16:00:00;06.09.2024 17:00:00;4129,100;443,000;1592,000
06.09.2024 17:00:00;06.09.2024 18:00:00;5997,300;408,000;935,000
06.09.2024 18:00:00;06.09.2024 19:00:00;6961,100;356,000;403,000
06.09.2024 19:00:00;06.09.2024 20:00:00;6912,400;384,000;94,000
06.09.2024 20:00:00;06.09.2024 21:00:00;5864,800;434,000;0,000
06.09.2024 21:00:00;06.09.2024 22:00:00;5041,700;442,000;0,000
06.09.2024 22:00:00;06.09.2024 23:00:00;4042,800;377,000;0,000
06.09.2024 23:00:00;07.09.2024 00:00:00;3452,200;330,000;0,000
07.09.2024 00:00:00;07.09.2024 01:00:00;3513,600;286,000;0,000
07.09.2024 01:00:00;07.09.2024 02:00:00;3134,400;296,000;0,000
07.09.2024 02:00:00;07.09.2024 03:00:00;3164,300;349,000;0,000
07.09.2024 03:00:00;07.09.2024 04:00:00;3113,300;378,000;0,000
07.09.2024 04:00:00;07.09.2024 05:00:00;3080,200;406,000;0,000
07.09.2024 05:00:00;07.09.2024 06:00:00;3168,500;446,000;0,000
07.09.2024 06:00:00;07.09.2024 07:00:00;3666,100;528,000;65,000
07.09.2024 07:00:00;07.09.2024 08:00:00;3842,500;595,000;364,000
07.09.2024 08:00:00;07.09.2024 09:00:00;3617,300;557,000;1111,000
07.09.2024 09:00:00;07.09.2024 10:00:00;3494,100;577,000;2183,000
07.09.2024 10:00:00;07.09.2024 11:00:00;3597,100;816,000;3115,000
07.09.2024 11:00:00;07.09.2024 12:00:00;3773,000;1102,000;3739,000
07.09.2024 12:00:00;07.09.2024 13:00:00;3936,900;1317,000;3984,000
07.09.2024 13:00:00;07.09.2024 14:00:00;3866,500;1462,000;3717,000
07.09.2024 14:00:00;07.09.2024 15:00:00;3806,300;1529,000;3374,000
07.09.2024 15:00:00;07.09.2024 16:00:00;3791,200;1566,000;2847,000
07.09.2024 16:00:00;07.09.2024 17:00:00;3616,800;1564,000;2023,000
07.09.2024 17:00:00;07.09.2024 18:00:00;3709,600;1509,000;1082,000
07.09.2024 18:00:00;07.09.2024 19:00:00;4669,700;1407,000;439,000
07.09.2024 19:00:00;07.09.2024 20:00:00;5394,800;1431,000;95,000
07.09.2024 20:00:00;07.09.2024 21:00:00;4367,600;1600,000;0,000
07.09.2024 21:00:00;07.09.2024 22:00:00;3870,400;1716,000;0,000
07.09.2024 22:00:00;07.09.2024 23:00:00;4051,100;1730,000;0,000
07.09.2024 23:00:00;08.09.2024 00:00:00;3689,600;1673,000;0,000
08.09.2024 00:00:00;08.09.2024 01:00:00;3722,500;1644,000;0,000
08.09.2024 01:00:00;08.09.2024 02:00:00;3535,100;1579,000;0,000
08.09.2024 02:00:00;08.09.2024 03:00:00;3398,700;1527,000;0,000
08.09.2024 03:00:00;08.09.2024 04:00:00;3358,600;1481,000;0,000
08.09.2024 04:00:00;08.09.2024 05:00:00;3304,000;1382,000;0,000
08.09.2024 05:00:00;08.09.2024 06:00:00;3291,100;1266,000;0,000
08.09.2024 06:00:00;08.09.2024 07:00:00;3375,900;1118,000;60,000
08.09.2024 07:00:00;08.09.2024 08:00:00;3343,200;915,000;364,000
08.09.2024 08:00:00;08.09.2024 09:00:00;3335,800;698,000;1124,000
08.09.2024 09:00:00;08.09.2024 10:00:00;3470,900;617,000;2224,000
08.09.2024 10:00:00;08.09.2024 11:00:00;3702,800;786,000;3180,000
08.09.2024 11:00:00;08.09.2024 12:00:00;3851,300;1106,000;3812,000
08.09.2024 12:00:00;08.09.2024 13:00:00;4000,200;1459,000;4061,000
08.09.2024 13:00:00;08.09.2024 14:00:00;4023,500;1689,000;3504,000
08.09.2024 14:00:00;08.09.2024 15:00:00;3911,100;1767,000;2920,000
08.09.2024 15:00:00;08.09.2024 16:00:00;3877,400;1779,000;2364,000
08.09.2024 16:00:00;08.09.2024 17:00:00;3768,200;1746,000;1620,000
08.09.2024 17:00:00;08.09.2024 18:00:00;3897,400;1598,000;814,000
08.09.2024 18:00:00;08.09.2024 19:00:00;4577,000;1508,000;336,000
08.09.2024 19:00:00;08.09.2024 20:00:00;5962,600;1661,000;74,000
08.09.2024 20:00:00;08.09.2024 21:00:00;6642,800;1977,000;0,000
08.09.2024 21:00:00;08.09.2024 22:00:00;4678,000;2333,000;0,000
08.09.2024 22:00:00;08.09.2024 23:00:00;4283,900;2461,000;0,000
08.09.2024 23:00:00;09.09.2024 00:00:00;4188,000;2472,000;0,000
