﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamtlast [MW]
05.06.2024 17:00:00;05.06.2024 18:00:00;6818,300
05.06.2024 18:00:00;05.06.2024 19:00:00;6879,200
05.06.2024 19:00:00;05.06.2024 20:00:00;6944,200
05.06.2024 20:00:00;05.06.2024 21:00:00;6931,300
05.06.2024 21:00:00;05.06.2024 22:00:00;6660,600
05.06.2024 22:00:00;05.06.2024 23:00:00;6293,000
05.06.2024 23:00:00;06.06.2024 00:00:00;5811,400
06.06.2024 00:00:00;06.06.2024 01:00:00;5470,000
06.06.2024 01:00:00;06.06.2024 02:00:00;5183,700
06.06.2024 02:00:00;06.06.2024 03:00:00;5078,200
06.06.2024 03:00:00;06.06.2024 04:00:00;4994,600
06.06.2024 04:00:00;06.06.2024 05:00:00;5119,600
06.06.2024 05:00:00;06.06.2024 06:00:00;5624,700
06.06.2024 06:00:00;06.06.2024 07:00:00;6561,900
06.06.2024 07:00:00;06.06.2024 08:00:00;7069,500
06.06.2024 08:00:00;06.06.2024 09:00:00;7207,300
06.06.2024 09:00:00;06.06.2024 10:00:00;7138,800
06.06.2024 10:00:00;06.06.2024 11:00:00;7094,300
06.06.2024 11:00:00;06.06.2024 12:00:00;7073,200
06.06.2024 12:00:00;06.06.2024 13:00:00;6841,400
06.06.2024 13:00:00;06.06.2024 14:00:00;6722,300
06.06.2024 14:00:00;06.06.2024 15:00:00;6637,400
06.06.2024 15:00:00;06.06.2024 16:00:00;6703,500
06.06.2024 16:00:00;06.06.2024 17:00:00;6765,800
06.06.2024 17:00:00;06.06.2024 18:00:00;6900,000
06.06.2024 18:00:00;06.06.2024 19:00:00;7036,000
06.06.2024 19:00:00;06.06.2024 20:00:00;7091,000
06.06.2024 20:00:00;06.06.2024 21:00:00;7019,500
06.06.2024 21:00:00;06.06.2024 22:00:00;6682,000
06.06.2024 22:00:00;06.06.2024 23:00:00;6280,500
06.06.2024 23:00:00;07.06.2024 00:00:00;5844,100
07.06.2024 00:00:00;07.06.2024 01:00:00;5523,200
07.06.2024 01:00:00;07.06.2024 02:00:00;5217,000
07.06.2024 02:00:00;07.06.2024 03:00:00;5092,900
07.06.2024 03:00:00;07.06.2024 04:00:00;5030,700
07.06.2024 04:00:00;07.06.2024 05:00:00;5072,900
07.06.2024 05:00:00;07.06.2024 06:00:00;5583,800
07.06.2024 06:00:00;07.06.2024 07:00:00;6493,100
07.06.2024 07:00:00;07.06.2024 08:00:00;6946,500
07.06.2024 08:00:00;07.06.2024 09:00:00;7071,100
07.06.2024 09:00:00;07.06.2024 10:00:00;7033,300
07.06.2024 10:00:00;07.06.2024 11:00:00;7146,500
07.06.2024 11:00:00;07.06.2024 12:00:00;7180,600
07.06.2024 12:00:00;07.06.2024 13:00:00;6977,500
07.06.2024 13:00:00;07.06.2024 14:00:00;6874,300
07.06.2024 14:00:00;07.06.2024 15:00:00;6885,100
07.06.2024 15:00:00;07.06.2024 16:00:00;6745,000
07.06.2024 16:00:00;07.06.2024 17:00:00;6714,200
07.06.2024 17:00:00;07.06.2024 18:00:00;6778,000
07.06.2024 18:00:00;07.06.2024 19:00:00;6751,000
07.06.2024 19:00:00;07.06.2024 20:00:00;6784,900
07.06.2024 20:00:00;07.06.2024 21:00:00;6569,500
07.06.2024 21:00:00;07.06.2024 22:00:00;6312,200
07.06.2024 22:00:00;07.06.2024 23:00:00;6024,800
07.06.2024 23:00:00;08.06.2024 00:00:00;5587,800
08.06.2024 00:00:00;08.06.2024 01:00:00;5351,300
08.06.2024 01:00:00;08.06.2024 02:00:00;5038,700
08.06.2024 02:00:00;08.06.2024 03:00:00;4851,700
08.06.2024 03:00:00;08.06.2024 04:00:00;4706,800
08.06.2024 04:00:00;08.06.2024 05:00:00;4646,100
08.06.2024 05:00:00;08.06.2024 06:00:00;4703,600
08.06.2024 06:00:00;08.06.2024 07:00:00;4950,900
08.06.2024 07:00:00;08.06.2024 08:00:00;5197,800
08.06.2024 08:00:00;08.06.2024 09:00:00;5461,600
08.06.2024 09:00:00;08.06.2024 10:00:00;5616,200
08.06.2024 10:00:00;08.06.2024 11:00:00;5639,300
08.06.2024 11:00:00;08.06.2024 12:00:00;5705,200
08.06.2024 12:00:00;08.06.2024 13:00:00;5596,800
08.06.2024 13:00:00;08.06.2024 14:00:00;5540,100
08.06.2024 14:00:00;08.06.2024 15:00:00;5536,300
08.06.2024 15:00:00;08.06.2024 16:00:00;5566,700
08.06.2024 16:00:00;08.06.2024 17:00:00;5759,800
08.06.2024 17:00:00;08.06.2024 18:00:00;6029,300
08.06.2024 18:00:00;08.06.2024 19:00:00;6069,200
08.06.2024 19:00:00;08.06.2024 20:00:00;5935,200
08.06.2024 20:00:00;08.06.2024 21:00:00;5815,500
08.06.2024 21:00:00;08.06.2024 22:00:00;5660,400
08.06.2024 22:00:00;08.06.2024 23:00:00;5529,300
08.06.2024 23:00:00;09.06.2024 00:00:00;5143,800
09.06.2024 00:00:00;09.06.2024 01:00:00;4891,200
09.06.2024 01:00:00;09.06.2024 02:00:00;4577,800
09.06.2024 02:00:00;09.06.2024 03:00:00;4458,100
09.06.2024 03:00:00;09.06.2024 04:00:00;4327,400
09.06.2024 04:00:00;09.06.2024 05:00:00;4307,200
09.06.2024 05:00:00;09.06.2024 06:00:00;4307,200
09.06.2024 06:00:00;09.06.2024 07:00:00;4454,800
09.06.2024 07:00:00;09.06.2024 08:00:00;4756,900
09.06.2024 08:00:00;09.06.2024 09:00:00;5125,200
09.06.2024 09:00:00;09.06.2024 10:00:00;5331,300
09.06.2024 10:00:00;09.06.2024 11:00:00;5369,100
09.06.2024 11:00:00;09.06.2024 12:00:00;5290,000
09.06.2024 12:00:00;09.06.2024 13:00:00;5231,600
09.06.2024 13:00:00;09.06.2024 14:00:00;5133,900
09.06.2024 14:00:00;09.06.2024 15:00:00;5066,800
09.06.2024 15:00:00;09.06.2024 16:00:00;5162,800
09.06.2024 16:00:00;09.06.2024 17:00:00;5345,100
09.06.2024 17:00:00;09.06.2024 18:00:00;5638,100
09.06.2024 18:00:00;09.06.2024 19:00:00;5908,700
09.06.2024 19:00:00;09.06.2024 20:00:00;5933,700
09.06.2024 20:00:00;09.06.2024 21:00:00;5793,300
09.06.2024 21:00:00;09.06.2024 22:00:00;5705,400
09.06.2024 22:00:00;09.06.2024 23:00:00;5650,800
09.06.2024 23:00:00;10.06.2024 00:00:00;5263,800
