﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamt (inklusive anderer Generationstypen) [MW];Wind [MW];Solar [MW]
05.03.2025 23:00:00;06.03.2025 00:00:00;4389,200;2013,000;0,000
06.03.2025 00:00:00;06.03.2025 01:00:00;3903,200;1960,000;0,000
06.03.2025 01:00:00;06.03.2025 02:00:00;3791,000;1877,000;0,000
06.03.2025 02:00:00;06.03.2025 03:00:00;3679,300;1773,000;0,000
06.03.2025 03:00:00;06.03.2025 04:00:00;3641,300;1669,000;0,000
06.03.2025 04:00:00;06.03.2025 05:00:00;3909,600;1577,000;0,000
06.03.2025 05:00:00;06.03.2025 06:00:00;4245,200;1455,000;0,000
06.03.2025 06:00:00;06.03.2025 07:00:00;6620,100;1371,000;30,000
06.03.2025 07:00:00;06.03.2025 08:00:00;6910,300;1316,000;276,000
06.03.2025 08:00:00;06.03.2025 09:00:00;4742,000;1154,000;834,000
06.03.2025 09:00:00;06.03.2025 10:00:00;3922,700;854,000;1539,000
06.03.2025 10:00:00;06.03.2025 11:00:00;3485,300;694,000;2176,000
06.03.2025 11:00:00;06.03.2025 12:00:00;3662,900;855,000;2639,000
06.03.2025 12:00:00;06.03.2025 13:00:00;3822,200;1061,000;2768,000
06.03.2025 13:00:00;06.03.2025 14:00:00;3761,300;1384,000;2603,000
06.03.2025 14:00:00;06.03.2025 15:00:00;3794,700;1710,000;2180,000
06.03.2025 15:00:00;06.03.2025 16:00:00;3698,000;1995,000;1323,000
06.03.2025 16:00:00;06.03.2025 17:00:00;4354,000;2280,000;526,000
06.03.2025 17:00:00;06.03.2025 18:00:00;7231,200;2582,000;136,000
06.03.2025 18:00:00;06.03.2025 19:00:00;7918,400;2826,000;2,000
06.03.2025 19:00:00;06.03.2025 20:00:00;7785,000;2852,000;0,000
06.03.2025 20:00:00;06.03.2025 21:00:00;6332,600;2761,000;0,000
06.03.2025 21:00:00;06.03.2025 22:00:00;5003,700;2587,000;0,000
06.03.2025 22:00:00;06.03.2025 23:00:00;4610,600;2416,000;0,000
06.03.2025 23:00:00;07.03.2025 00:00:00;4350,100;2185,000;0,000
07.03.2025 00:00:00;07.03.2025 01:00:00;4140,900;1989,000;0,000
07.03.2025 01:00:00;07.03.2025 02:00:00;3978,000;1825,000;0,000
07.03.2025 02:00:00;07.03.2025 03:00:00;3555,700;1626,000;0,000
07.03.2025 03:00:00;07.03.2025 04:00:00;3839,200;1394,000;0,000
07.03.2025 04:00:00;07.03.2025 05:00:00;3991,300;1249,000;0,000
07.03.2025 05:00:00;07.03.2025 06:00:00;4451,200;1159,000;0,000
07.03.2025 06:00:00;07.03.2025 07:00:00;6745,800;1094,000;28,000
07.03.2025 07:00:00;07.03.2025 08:00:00;6773,900;1011,000;245,000
07.03.2025 08:00:00;07.03.2025 09:00:00;4917,000;837,000;739,000
07.03.2025 09:00:00;07.03.2025 10:00:00;3779,400;575,000;1411,000
07.03.2025 10:00:00;07.03.2025 11:00:00;3793,400;457,000;2085,000
07.03.2025 11:00:00;07.03.2025 12:00:00;3995,600;596,000;2589,000
07.03.2025 12:00:00;07.03.2025 13:00:00;4079,800;759,000;2764,000
07.03.2025 13:00:00;07.03.2025 14:00:00;4054,800;1006,000;2636,000
07.03.2025 14:00:00;07.03.2025 15:00:00;3924,600;1285,000;2219,000
07.03.2025 15:00:00;07.03.2025 16:00:00;4026,900;1357,000;1347,000
07.03.2025 16:00:00;07.03.2025 17:00:00;5617,100;1381,000;534,000
07.03.2025 17:00:00;07.03.2025 18:00:00;7690,400;1508,000;131,000
07.03.2025 18:00:00;07.03.2025 19:00:00;8219,800;1711,000;2,000
07.03.2025 19:00:00;07.03.2025 20:00:00;8414,300;1773,000;0,000
07.03.2025 20:00:00;07.03.2025 21:00:00;8022,100;1649,000;0,000
07.03.2025 21:00:00;07.03.2025 22:00:00;6842,600;1473,000;0,000
07.03.2025 22:00:00;07.03.2025 23:00:00;5246,300;1342,000;0,000
07.03.2025 23:00:00;08.03.2025 00:00:00;4857,800;1211,000;0,000
08.03.2025 00:00:00;08.03.2025 01:00:00;4813,600;1117,000;0,000
08.03.2025 01:00:00;08.03.2025 02:00:00;4341,600;992,000;0,000
08.03.2025 02:00:00;08.03.2025 03:00:00;4380,100;879,000;0,000
08.03.2025 03:00:00;08.03.2025 04:00:00;4281,900;813,000;0,000
08.03.2025 04:00:00;08.03.2025 05:00:00;4356,900;757,000;0,000
08.03.2025 05:00:00;08.03.2025 06:00:00;4486,800;692,000;0,000
08.03.2025 06:00:00;08.03.2025 07:00:00;4980,500;635,000;31,000
08.03.2025 07:00:00;08.03.2025 08:00:00;4492,900;604,000;287,000
08.03.2025 08:00:00;08.03.2025 09:00:00;3872,500;540,000;860,000
08.03.2025 09:00:00;08.03.2025 10:00:00;3105,200;404,000;1618,000
08.03.2025 10:00:00;08.03.2025 11:00:00;3085,300;320,000;2332,000
08.03.2025 11:00:00;08.03.2025 12:00:00;3193,700;398,000;2858,000
08.03.2025 12:00:00;08.03.2025 13:00:00;3247,100;527,000;2970,000
08.03.2025 13:00:00;08.03.2025 14:00:00;3201,800;644,000;2746,000
08.03.2025 14:00:00;08.03.2025 15:00:00;3023,600;742,000;2041,000
08.03.2025 15:00:00;08.03.2025 16:00:00;2894,500;793,000;1039,000
08.03.2025 16:00:00;08.03.2025 17:00:00;3273,300;842,000;398,000
08.03.2025 17:00:00;08.03.2025 18:00:00;5833,700;907,000;113,000
08.03.2025 18:00:00;08.03.2025 19:00:00;6684,400;1014,000;2,000
08.03.2025 19:00:00;08.03.2025 20:00:00;6528,000;1145,000;0,000
08.03.2025 20:00:00;08.03.2025 21:00:00;4870,400;1193,000;0,000
08.03.2025 21:00:00;08.03.2025 22:00:00;4125,700;1234,000;0,000
08.03.2025 22:00:00;08.03.2025 23:00:00;4066,100;1293,000;0,000
08.03.2025 23:00:00;09.03.2025 00:00:00;3915,000;1307,000;0,000
09.03.2025 00:00:00;09.03.2025 01:00:00;3270,300;1296,000;0,000
09.03.2025 01:00:00;09.03.2025 02:00:00;3006,800;1262,000;0,000
09.03.2025 02:00:00;09.03.2025 03:00:00;3030,900;1285,000;0,000
09.03.2025 03:00:00;09.03.2025 04:00:00;3033,400;1326,000;0,000
09.03.2025 04:00:00;09.03.2025 05:00:00;3037,700;1362,000;0,000
09.03.2025 05:00:00;09.03.2025 06:00:00;3096,500;1404,000;0,000
09.03.2025 06:00:00;09.03.2025 07:00:00;3273,300;1451,000;36,000
09.03.2025 07:00:00;09.03.2025 08:00:00;3168,200;1409,000;332,000
09.03.2025 08:00:00;09.03.2025 09:00:00;2953,800;1312,000;987,000
09.03.2025 09:00:00;09.03.2025 10:00:00;3016,900;1149,000;1817,000
09.03.2025 10:00:00;09.03.2025 11:00:00;3286,700;1091,000;2554,000
09.03.2025 11:00:00;09.03.2025 12:00:00;3597,000;1245,000;3037,000
09.03.2025 12:00:00;09.03.2025 13:00:00;3688,800;1477,000;3140,000
09.03.2025 13:00:00;09.03.2025 14:00:00;3720,500;1717,000;2923,000
09.03.2025 14:00:00;09.03.2025 15:00:00;3619,800;1965,000;2278,000
09.03.2025 15:00:00;09.03.2025 16:00:00;3661,600;2154,000;1246,000
09.03.2025 16:00:00;09.03.2025 17:00:00;3919,100;2299,000;485,000
09.03.2025 17:00:00;09.03.2025 18:00:00;5809,300;2481,000;130,000
09.03.2025 18:00:00;09.03.2025 19:00:00;7228,500;2696,000;2,000
09.03.2025 19:00:00;09.03.2025 20:00:00;6884,500;2781,000;0,000
09.03.2025 20:00:00;09.03.2025 21:00:00;6162,000;2746,000;0,000
09.03.2025 21:00:00;09.03.2025 22:00:00;5487,900;2697,000;0,000
09.03.2025 22:00:00;09.03.2025 23:00:00;5211,300;2658,000;0,000
09.03.2025 23:00:00;10.03.2025 00:00:00;5108,900;2589,000;0,000
