﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamt (inklusive anderer Generationstypen) [MW];Wind [MW];Solar [MW]
02.04.2024 05:00:00;02.04.2024 06:00:00;5791,400;2857,000;0,000
02.04.2024 06:00:00;02.04.2024 07:00:00;6155,100;2784,000;35,000
02.04.2024 07:00:00;02.04.2024 08:00:00;7251,400;2782,000;186,000
02.04.2024 08:00:00;02.04.2024 09:00:00;7307,700;2900,000;576,000
02.04.2024 09:00:00;02.04.2024 10:00:00;6521,200;3018,000;1199,000
02.04.2024 10:00:00;02.04.2024 11:00:00;6396,200;3148,000;1773,000
02.04.2024 11:00:00;02.04.2024 12:00:00;6337,800;3151,000;2245,000
02.04.2024 12:00:00;02.04.2024 13:00:00;6233,900;3090,000;2556,000
02.04.2024 13:00:00;02.04.2024 14:00:00;6165,300;3002,000;2629,000
02.04.2024 14:00:00;02.04.2024 15:00:00;6170,300;2896,000;2442,000
02.04.2024 15:00:00;02.04.2024 16:00:00;6193,400;2813,000;2042,000
02.04.2024 16:00:00;02.04.2024 17:00:00;6231,500;2744,000;1493,000
02.04.2024 17:00:00;02.04.2024 18:00:00;6447,800;2594,000;845,000
02.04.2024 18:00:00;02.04.2024 19:00:00;7209,200;2305,000;356,000
02.04.2024 19:00:00;02.04.2024 20:00:00;7314,700;1942,000;88,000
02.04.2024 20:00:00;02.04.2024 21:00:00;7317,800;1513,000;0,000
02.04.2024 21:00:00;02.04.2024 22:00:00;7022,100;1204,000;0,000
02.04.2024 22:00:00;02.04.2024 23:00:00;6863,500;1244,000;0,000
02.04.2024 23:00:00;03.04.2024 00:00:00;6665,700;1326,000;0,000
03.04.2024 00:00:00;03.04.2024 01:00:00;6432,700;1425,000;0,000
03.04.2024 01:00:00;03.04.2024 02:00:00;6251,700;1462,000;0,000
03.04.2024 02:00:00;03.04.2024 03:00:00;6193,700;1342,000;0,000
03.04.2024 03:00:00;03.04.2024 04:00:00;6083,300;1176,000;0,000
03.04.2024 04:00:00;03.04.2024 05:00:00;6176,800;1112,000;0,000
03.04.2024 05:00:00;03.04.2024 06:00:00;6503,700;1115,000;0,000
03.04.2024 06:00:00;03.04.2024 07:00:00;6696,800;1046,000;38,000
03.04.2024 07:00:00;03.04.2024 08:00:00;6822,900;889,000;227,000
03.04.2024 08:00:00;03.04.2024 09:00:00;6758,200;702,000;677,000
03.04.2024 09:00:00;03.04.2024 10:00:00;6347,300;448,000;1294,000
03.04.2024 10:00:00;03.04.2024 11:00:00;5134,200;272,000;1794,000
03.04.2024 11:00:00;03.04.2024 12:00:00;5167,700;242,000;2085,000
03.04.2024 12:00:00;03.04.2024 13:00:00;5216,400;278,000;2121,000
03.04.2024 13:00:00;03.04.2024 14:00:00;5297,100;346,000;1832,000
03.04.2024 14:00:00;03.04.2024 15:00:00;5496,400;365,000;1563,000
03.04.2024 15:00:00;03.04.2024 16:00:00;5883,000;349,000;1317,000
03.04.2024 16:00:00;03.04.2024 17:00:00;5900,900;319,000;991,000
03.04.2024 17:00:00;03.04.2024 18:00:00;6418,100;253,000;606,000
03.04.2024 18:00:00;03.04.2024 19:00:00;6448,200;274,000;286,000
03.04.2024 19:00:00;03.04.2024 20:00:00;6540,400;332,000;83,000
03.04.2024 20:00:00;03.04.2024 21:00:00;6546,000;381,000;0,000
03.04.2024 21:00:00;03.04.2024 22:00:00;6168,500;402,000;0,000
03.04.2024 22:00:00;03.04.2024 23:00:00;6117,500;408,000;0,000
03.04.2024 23:00:00;04.04.2024 00:00:00;5799,900;575,000;0,000
04.04.2024 00:00:00;04.04.2024 01:00:00;4816,800;1109,000;0,000
04.04.2024 01:00:00;04.04.2024 02:00:00;4892,700;1702,000;0,000
04.04.2024 02:00:00;04.04.2024 03:00:00;4837,300;1519,000;0,000
04.04.2024 03:00:00;04.04.2024 04:00:00;4822,500;1143,000;0,000
04.04.2024 04:00:00;04.04.2024 05:00:00;4775,400;877,000;0,000
04.04.2024 05:00:00;04.04.2024 06:00:00;4914,900;762,000;0,000
04.04.2024 06:00:00;04.04.2024 07:00:00;6303,300;764,000;40,000
04.04.2024 07:00:00;04.04.2024 08:00:00;6382,700;806,000;200,000
04.04.2024 08:00:00;04.04.2024 09:00:00;6276,900;844,000;612,000
04.04.2024 09:00:00;04.04.2024 10:00:00;6167,600;843,000;1338,000
04.04.2024 10:00:00;04.04.2024 11:00:00;5480,600;866,000;2035,000
04.04.2024 11:00:00;04.04.2024 12:00:00;5405,300;873,000;2559,000
04.04.2024 12:00:00;04.04.2024 13:00:00;5177,700;895,000;2743,000
04.04.2024 13:00:00;04.04.2024 14:00:00;5125,300;891,000;2362,000
04.04.2024 14:00:00;04.04.2024 15:00:00;5142,400;800,000;1946,000
04.04.2024 15:00:00;04.04.2024 16:00:00;4956,300;550,000;1521,000
04.04.2024 16:00:00;04.04.2024 17:00:00;4789,500;456,000;1089,000
04.04.2024 17:00:00;04.04.2024 18:00:00;5193,000;471,000;626,000
04.04.2024 18:00:00;04.04.2024 19:00:00;6066,300;594,000;290,000
04.04.2024 19:00:00;04.04.2024 20:00:00;6529,900;620,000;88,000
04.04.2024 20:00:00;04.04.2024 21:00:00;7012,700;560,000;0,000
04.04.2024 21:00:00;04.04.2024 22:00:00;6587,700;563,000;0,000
04.04.2024 22:00:00;04.04.2024 23:00:00;6388,500;773,000;0,000
04.04.2024 23:00:00;05.04.2024 00:00:00;5776,900;936,000;0,000
05.04.2024 00:00:00;05.04.2024 01:00:00;4938,200;1039,000;0,000
05.04.2024 01:00:00;05.04.2024 02:00:00;4886,600;1168,000;0,000
05.04.2024 02:00:00;05.04.2024 03:00:00;4828,000;1033,000;0,000
05.04.2024 03:00:00;05.04.2024 04:00:00;4932,600;986,000;0,000
05.04.2024 04:00:00;05.04.2024 05:00:00;4845,500;960,000;0,000
05.04.2024 05:00:00;05.04.2024 06:00:00;4925,600;985,000;0,000
05.04.2024 06:00:00;05.04.2024 07:00:00;6458,700;965,000;46,000
05.04.2024 07:00:00;05.04.2024 08:00:00;6829,700;845,000;219,000
05.04.2024 08:00:00;05.04.2024 09:00:00;6689,600;549,000;630,000
05.04.2024 09:00:00;05.04.2024 10:00:00;5223,500;297,000;1253,000
05.04.2024 10:00:00;05.04.2024 11:00:00;5036,200;187,000;1853,000
05.04.2024 11:00:00;05.04.2024 12:00:00;4826,100;172,000;2374,000
05.04.2024 12:00:00;05.04.2024 13:00:00;4804,700;220,000;2478,000
05.04.2024 13:00:00;05.04.2024 14:00:00;4868,200;283,000;2046,000
05.04.2024 14:00:00;05.04.2024 15:00:00;4840,600;314,000;1733,000
05.04.2024 15:00:00;05.04.2024 16:00:00;4841,500;304,000;1476,000
05.04.2024 16:00:00;05.04.2024 17:00:00;4735,500;324,000;1201,000
05.04.2024 17:00:00;05.04.2024 18:00:00;5653,400;447,000;773,000
05.04.2024 18:00:00;05.04.2024 19:00:00;5885,400;715,000;338,000
05.04.2024 19:00:00;05.04.2024 20:00:00;6412,700;1043,000;95,000
05.04.2024 20:00:00;05.04.2024 21:00:00;6651,800;1215,000;0,000
05.04.2024 21:00:00;05.04.2024 22:00:00;6409,900;1154,000;0,000
05.04.2024 22:00:00;05.04.2024 23:00:00;5191,100;987,000;0,000
05.04.2024 23:00:00;06.04.2024 00:00:00;4763,300;843,000;0,000
06.04.2024 00:00:00;06.04.2024 01:00:00;4672,900;727,000;0,000
06.04.2024 01:00:00;06.04.2024 02:00:00;4319,700;651,000;0,000
06.04.2024 02:00:00;06.04.2024 03:00:00;4276,200;529,000;0,000
06.04.2024 03:00:00;06.04.2024 04:00:00;4352,000;384,000;0,000
06.04.2024 04:00:00;06.04.2024 05:00:00;4325,700;292,000;0,000
06.04.2024 05:00:00;06.04.2024 06:00:00;4438,600;221,000;0,000
06.04.2024 06:00:00;06.04.2024 07:00:00;4519,200;161,000;51,000
06.04.2024 07:00:00;06.04.2024 08:00:00;4613,700;105,000;271,000
06.04.2024 08:00:00;06.04.2024 09:00:00;4469,700;74,000;857,000
06.04.2024 09:00:00;06.04.2024 10:00:00;4460,100;45,000;1762,000
06.04.2024 10:00:00;06.04.2024 11:00:00;4350,200;31,000;2626,000
06.04.2024 11:00:00;06.04.2024 12:00:00;4408,600;35,000;3253,000
06.04.2024 12:00:00;06.04.2024 13:00:00;4379,700;46,000;3271,000
06.04.2024 13:00:00;06.04.2024 14:00:00;4099,600;63,000;2861,000
06.04.2024 14:00:00;06.04.2024 15:00:00;4019,100;72,000;2709,000
06.04.2024 15:00:00;06.04.2024 16:00:00;4179,000;70,000;2323,000
06.04.2024 16:00:00;06.04.2024 17:00:00;4178,600;73,000;1701,000
06.04.2024 17:00:00;06.04.2024 18:00:00;4231,400;78,000;951,000
06.04.2024 18:00:00;06.04.2024 19:00:00;4549,900;77,000;397,000
06.04.2024 19:00:00;06.04.2024 20:00:00;5209,200;84,000;114,000
06.04.2024 20:00:00;06.04.2024 21:00:00;5705,500;118,000;0,000
06.04.2024 21:00:00;06.04.2024 22:00:00;4638,100;151,000;0,000
06.04.2024 22:00:00;06.04.2024 23:00:00;4506,700;153,000;0,000
06.04.2024 23:00:00;07.04.2024 00:00:00;4369,700;127,000;0,000
07.04.2024 00:00:00;07.04.2024 01:00:00;4411,100;108,000;0,000
07.04.2024 01:00:00;07.04.2024 02:00:00;4390,300;104,000;0,000
07.04.2024 02:00:00;07.04.2024 03:00:00;4370,800;113,000;0,000
07.04.2024 03:00:00;07.04.2024 04:00:00;4358,500;134,000;0,000
07.04.2024 04:00:00;07.04.2024 05:00:00;4383,200;172,000;0,000
07.04.2024 05:00:00;07.04.2024 06:00:00;4412,500;245,000;0,000
07.04.2024 06:00:00;07.04.2024 07:00:00;4507,900;307,000;56,000
07.04.2024 07:00:00;07.04.2024 08:00:00;4512,000;334,000;314,000
07.04.2024 08:00:00;07.04.2024 09:00:00;4514,900;339,000;988,000
07.04.2024 09:00:00;07.04.2024 10:00:00;4658,400;284,000;1996,000
07.04.2024 10:00:00;07.04.2024 11:00:00;4808,900;259,000;2903,000
07.04.2024 11:00:00;07.04.2024 12:00:00;5015,100;406,000;3513,000
07.04.2024 12:00:00;07.04.2024 13:00:00;5124,700;595,000;3839,000
07.04.2024 13:00:00;07.04.2024 14:00:00;4999,200;727,000;3663,000
07.04.2024 14:00:00;07.04.2024 15:00:00;5117,300;781,000;3267,000
07.04.2024 15:00:00;07.04.2024 16:00:00;5108,300;767,000;2733,000
07.04.2024 16:00:00;07.04.2024 17:00:00;5040,000;734,000;2002,000
07.04.2024 17:00:00;07.04.2024 18:00:00;5028,000;764,000;1056,000
07.04.2024 18:00:00;07.04.2024 19:00:00;7027,300;932,000;400,000
07.04.2024 19:00:00;07.04.2024 20:00:00;7163,400;1194,000;111,000
07.04.2024 20:00:00;07.04.2024 21:00:00;7388,000;1393,000;0,000
07.04.2024 21:00:00;07.04.2024 22:00:00;7446,300;1545,000;0,000
07.04.2024 22:00:00;07.04.2024 23:00:00;7335,300;1607,000;0,000
07.04.2024 23:00:00;08.04.2024 00:00:00;6983,800;1658,000;0,000
