﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamt (inklusive anderer Generationstypen) [MW];Wind [MW];Solar [MW]
09.10.2024 18:00:00;09.10.2024 19:00:00;7605,100;1733,000;54,000
09.10.2024 19:00:00;09.10.2024 20:00:00;7693,200;2054,000;0,000
09.10.2024 20:00:00;09.10.2024 21:00:00;7348,300;2249,000;0,000
09.10.2024 21:00:00;09.10.2024 22:00:00;6714,700;2373,000;0,000
09.10.2024 22:00:00;09.10.2024 23:00:00;6534,900;2497,000;0,000
09.10.2024 23:00:00;10.10.2024 00:00:00;6009,100;2530,000;0,000
10.10.2024 00:00:00;10.10.2024 01:00:00;5992,200;2489,000;0,000
10.10.2024 01:00:00;10.10.2024 02:00:00;5991,900;2465,000;0,000
10.10.2024 02:00:00;10.10.2024 03:00:00;5995,700;2432,000;0,000
10.10.2024 03:00:00;10.10.2024 04:00:00;6017,300;2350,000;0,000
10.10.2024 04:00:00;10.10.2024 05:00:00;5993,700;2192,000;0,000
10.10.2024 05:00:00;10.10.2024 06:00:00;5978,000;1947,000;0,000
10.10.2024 06:00:00;10.10.2024 07:00:00;6194,400;1656,000;0,000
10.10.2024 07:00:00;10.10.2024 08:00:00;6752,100;1341,000;79,000
10.10.2024 08:00:00;10.10.2024 09:00:00;6625,900;1022,000;272,000
10.10.2024 09:00:00;10.10.2024 10:00:00;6061,400;731,000;578,000
10.10.2024 10:00:00;10.10.2024 11:00:00;5670,700;604,000;878,000
10.10.2024 11:00:00;10.10.2024 12:00:00;5661,900;952,000;1068,000
10.10.2024 12:00:00;10.10.2024 13:00:00;5744,900;1490,000;1210,000
10.10.2024 13:00:00;10.10.2024 14:00:00;5922,600;1788,000;1296,000
10.10.2024 14:00:00;10.10.2024 15:00:00;5997,600;2122,000;1189,000
10.10.2024 15:00:00;10.10.2024 16:00:00;5911,600;2358,000;859,000
10.10.2024 16:00:00;10.10.2024 17:00:00;6166,000;2200,000;474,000
10.10.2024 17:00:00;10.10.2024 18:00:00;6697,900;1787,000;221,000
10.10.2024 18:00:00;10.10.2024 19:00:00;7334,400;1407,000;44,000
10.10.2024 19:00:00;10.10.2024 20:00:00;7451,100;1282,000;0,000
10.10.2024 20:00:00;10.10.2024 21:00:00;7434,800;1312,000;0,000
10.10.2024 21:00:00;10.10.2024 22:00:00;6852,400;1415,000;0,000
10.10.2024 22:00:00;10.10.2024 23:00:00;6196,800;1505,000;0,000
10.10.2024 23:00:00;11.10.2024 00:00:00;6016,400;1411,000;0,000
11.10.2024 00:00:00;11.10.2024 01:00:00;6018,300;1370,000;0,000
11.10.2024 01:00:00;11.10.2024 02:00:00;6052,700;1515,000;0,000
11.10.2024 02:00:00;11.10.2024 03:00:00;6081,400;1721,000;0,000
11.10.2024 03:00:00;11.10.2024 04:00:00;5975,500;1912,000;0,000
11.10.2024 04:00:00;11.10.2024 05:00:00;5990,900;1957,000;0,000
11.10.2024 05:00:00;11.10.2024 06:00:00;6180,300;1918,000;0,000
11.10.2024 06:00:00;11.10.2024 07:00:00;6956,900;1894,000;0,000
11.10.2024 07:00:00;11.10.2024 08:00:00;7374,900;1884,000;74,000
11.10.2024 08:00:00;11.10.2024 09:00:00;7490,700;1787,000;276,000
11.10.2024 09:00:00;11.10.2024 10:00:00;7081,700;1617,000;668,000
11.10.2024 10:00:00;11.10.2024 11:00:00;6914,300;1597,000;1085,000
11.10.2024 11:00:00;11.10.2024 12:00:00;6432,600;1573,000;1404,000
11.10.2024 12:00:00;11.10.2024 13:00:00;6193,800;1353,000;1691,000
11.10.2024 13:00:00;11.10.2024 14:00:00;6005,200;1106,000;1788,000
11.10.2024 14:00:00;11.10.2024 15:00:00;5905,600;946,000;1624,000
11.10.2024 15:00:00;11.10.2024 16:00:00;6008,200;837,000;1187,000
11.10.2024 16:00:00;11.10.2024 17:00:00;5970,000;729,000;658,000
11.10.2024 17:00:00;11.10.2024 18:00:00;7399,000;677,000;290,000
11.10.2024 18:00:00;11.10.2024 19:00:00;7669,500;793,000;46,000
11.10.2024 19:00:00;11.10.2024 20:00:00;7739,700;1137,000;0,000
11.10.2024 20:00:00;11.10.2024 21:00:00;7973,100;1649,000;0,000
11.10.2024 21:00:00;11.10.2024 22:00:00;7386,300;2001,000;0,000
11.10.2024 22:00:00;11.10.2024 23:00:00;7179,500;1958,000;0,000
11.10.2024 23:00:00;12.10.2024 00:00:00;6510,200;1744,000;0,000
12.10.2024 00:00:00;12.10.2024 01:00:00;6815,000;1506,000;0,000
12.10.2024 01:00:00;12.10.2024 02:00:00;6241,700;1276,000;0,000
12.10.2024 02:00:00;12.10.2024 03:00:00;6000,000;1085,000;0,000
12.10.2024 03:00:00;12.10.2024 04:00:00;5913,000;939,000;0,000
12.10.2024 04:00:00;12.10.2024 05:00:00;5762,500;778,000;0,000
12.10.2024 05:00:00;12.10.2024 06:00:00;5799,900;626,000;0,000
12.10.2024 06:00:00;12.10.2024 07:00:00;6004,600;507,000;0,000
12.10.2024 07:00:00;12.10.2024 08:00:00;6300,600;395,000;78,000
12.10.2024 08:00:00;12.10.2024 09:00:00;6013,800;284,000;343,000
12.10.2024 09:00:00;12.10.2024 10:00:00;5587,400;165,000;891,000
12.10.2024 10:00:00;12.10.2024 11:00:00;5631,800;95,000;1560,000
12.10.2024 11:00:00;12.10.2024 12:00:00;5693,300;94,000;2082,000
12.10.2024 12:00:00;12.10.2024 13:00:00;5754,900;121,000;2249,000
12.10.2024 13:00:00;12.10.2024 14:00:00;5773,800;203,000;1991,000
12.10.2024 14:00:00;12.10.2024 15:00:00;5731,600;352,000;1686,000
12.10.2024 15:00:00;12.10.2024 16:00:00;5652,800;524,000;1209,000
12.10.2024 16:00:00;12.10.2024 17:00:00;5896,500;683,000;658,000
12.10.2024 17:00:00;12.10.2024 18:00:00;6883,800;899,000;286,000
12.10.2024 18:00:00;12.10.2024 19:00:00;7898,800;1273,000;41,000
12.10.2024 19:00:00;12.10.2024 20:00:00;7822,400;1669,000;0,000
12.10.2024 20:00:00;12.10.2024 21:00:00;6061,700;1966,000;0,000
12.10.2024 21:00:00;12.10.2024 22:00:00;5970,300;2127,000;0,000
12.10.2024 22:00:00;12.10.2024 23:00:00;5931,900;2153,000;0,000
12.10.2024 23:00:00;13.10.2024 00:00:00;5892,300;2102,000;0,000
13.10.2024 00:00:00;13.10.2024 01:00:00;6020,700;2012,000;0,000
13.10.2024 01:00:00;13.10.2024 02:00:00;5837,700;1946,000;0,000
13.10.2024 02:00:00;13.10.2024 03:00:00;5720,200;1856,000;0,000
13.10.2024 03:00:00;13.10.2024 04:00:00;5568,700;1602,000;0,000
13.10.2024 04:00:00;13.10.2024 05:00:00;5420,100;1265,000;0,000
13.10.2024 05:00:00;13.10.2024 06:00:00;5319,000;988,000;0,000
13.10.2024 06:00:00;13.10.2024 07:00:00;5292,400;787,000;0,000
13.10.2024 07:00:00;13.10.2024 08:00:00;5300,300;736,000;69,000
13.10.2024 08:00:00;13.10.2024 09:00:00;5385,400;720,000;220,000
13.10.2024 09:00:00;13.10.2024 10:00:00;5344,300;671,000;508,000
13.10.2024 10:00:00;13.10.2024 11:00:00;5283,900;602,000;878,000
13.10.2024 11:00:00;13.10.2024 12:00:00;5273,900;611,000;1123,000
13.10.2024 12:00:00;13.10.2024 13:00:00;5214,200;664,000;1313,000
13.10.2024 13:00:00;13.10.2024 14:00:00;5001,600;730,000;1339,000
13.10.2024 14:00:00;13.10.2024 15:00:00;5172,300;951,000;1157,000
13.10.2024 15:00:00;13.10.2024 16:00:00;5559,600;1519,000;827,000
13.10.2024 16:00:00;13.10.2024 17:00:00;6253,400;2206,000;467,000
13.10.2024 17:00:00;13.10.2024 18:00:00;6549,700;2620,000;224,000
13.10.2024 18:00:00;13.10.2024 19:00:00;6910,500;2678,000;31,000
13.10.2024 19:00:00;13.10.2024 20:00:00;7061,100;2665,000;0,000
13.10.2024 20:00:00;13.10.2024 21:00:00;6782,100;2539,000;0,000
13.10.2024 21:00:00;13.10.2024 22:00:00;6369,700;2335,000;0,000
13.10.2024 22:00:00;13.10.2024 23:00:00;6276,900;2144,000;0,000
13.10.2024 23:00:00;14.10.2024 00:00:00;6094,900;2041,000;0,000
