﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamtlast [MW]
06.12.2024 04:00:00;06.12.2024 05:00:00;6935,700
06.12.2024 05:00:00;06.12.2024 06:00:00;7528,400
06.12.2024 06:00:00;06.12.2024 07:00:00;8560,700
06.12.2024 07:00:00;06.12.2024 08:00:00;9458,900
06.12.2024 08:00:00;06.12.2024 09:00:00;9939,600
06.12.2024 09:00:00;06.12.2024 10:00:00;10068,800
06.12.2024 10:00:00;06.12.2024 11:00:00;10098,100
06.12.2024 11:00:00;06.12.2024 12:00:00;9874,400
06.12.2024 12:00:00;06.12.2024 13:00:00;9493,600
06.12.2024 13:00:00;06.12.2024 14:00:00;9276,000
06.12.2024 14:00:00;06.12.2024 15:00:00;9044,900
06.12.2024 15:00:00;06.12.2024 16:00:00;9074,200
06.12.2024 16:00:00;06.12.2024 17:00:00;9275,300
06.12.2024 17:00:00;06.12.2024 18:00:00;9321,600
06.12.2024 18:00:00;06.12.2024 19:00:00;9026,500
06.12.2024 19:00:00;06.12.2024 20:00:00;8633,800
06.12.2024 20:00:00;06.12.2024 21:00:00;8186,400
06.12.2024 21:00:00;06.12.2024 22:00:00;7633,800
06.12.2024 22:00:00;06.12.2024 23:00:00;7462,400
06.12.2024 23:00:00;07.12.2024 00:00:00;7033,100
07.12.2024 00:00:00;07.12.2024 01:00:00;6826,200
07.12.2024 01:00:00;07.12.2024 02:00:00;6495,000
07.12.2024 02:00:00;07.12.2024 03:00:00;6360,800
07.12.2024 03:00:00;07.12.2024 04:00:00;6218,600
07.12.2024 04:00:00;07.12.2024 05:00:00;6214,200
07.12.2024 05:00:00;07.12.2024 06:00:00;6521,800
07.12.2024 06:00:00;07.12.2024 07:00:00;6915,800
07.12.2024 07:00:00;07.12.2024 08:00:00;7390,900
07.12.2024 08:00:00;07.12.2024 09:00:00;7700,900
07.12.2024 09:00:00;07.12.2024 10:00:00;7720,200
07.12.2024 10:00:00;07.12.2024 11:00:00;7612,800
07.12.2024 11:00:00;07.12.2024 12:00:00;7453,300
07.12.2024 12:00:00;07.12.2024 13:00:00;7295,300
07.12.2024 13:00:00;07.12.2024 14:00:00;7412,500
07.12.2024 14:00:00;07.12.2024 15:00:00;7558,900
07.12.2024 15:00:00;07.12.2024 16:00:00;7807,800
07.12.2024 16:00:00;07.12.2024 17:00:00;8059,200
07.12.2024 17:00:00;07.12.2024 18:00:00;8137,800
07.12.2024 18:00:00;07.12.2024 19:00:00;7925,200
07.12.2024 19:00:00;07.12.2024 20:00:00;7633,700
07.12.2024 20:00:00;07.12.2024 21:00:00;7343,800
07.12.2024 21:00:00;07.12.2024 22:00:00;6967,200
07.12.2024 22:00:00;07.12.2024 23:00:00;6877,700
07.12.2024 23:00:00;08.12.2024 00:00:00;6482,900
08.12.2024 00:00:00;08.12.2024 01:00:00;6220,000
08.12.2024 01:00:00;08.12.2024 02:00:00;5922,700
08.12.2024 02:00:00;08.12.2024 03:00:00;5822,500
08.12.2024 03:00:00;08.12.2024 04:00:00;5713,500
08.12.2024 04:00:00;08.12.2024 05:00:00;5741,800
08.12.2024 05:00:00;08.12.2024 06:00:00;5965,900
08.12.2024 06:00:00;08.12.2024 07:00:00;6175,100
08.12.2024 07:00:00;08.12.2024 08:00:00;6590,300
08.12.2024 08:00:00;08.12.2024 09:00:00;7002,800
08.12.2024 09:00:00;08.12.2024 10:00:00;7448,400
08.12.2024 10:00:00;08.12.2024 11:00:00;7766,100
08.12.2024 11:00:00;08.12.2024 12:00:00;7965,300
08.12.2024 12:00:00;08.12.2024 13:00:00;7900,700
08.12.2024 13:00:00;08.12.2024 14:00:00;7768,800
08.12.2024 14:00:00;08.12.2024 15:00:00;7625,100
08.12.2024 15:00:00;08.12.2024 16:00:00;7628,200
08.12.2024 16:00:00;08.12.2024 17:00:00;7808,200
08.12.2024 17:00:00;08.12.2024 18:00:00;7950,000
08.12.2024 18:00:00;08.12.2024 19:00:00;7918,800
08.12.2024 19:00:00;08.12.2024 20:00:00;7762,300
08.12.2024 20:00:00;08.12.2024 21:00:00;7439,500
08.12.2024 21:00:00;08.12.2024 22:00:00;7070,700
08.12.2024 22:00:00;08.12.2024 23:00:00;7070,700
08.12.2024 23:00:00;09.12.2024 00:00:00;6717,900
