﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamtlast [MW]
12.10.2024 19:00:00;12.10.2024 20:00:00;6638,500
12.10.2024 20:00:00;12.10.2024 21:00:00;6313,400
12.10.2024 21:00:00;12.10.2024 22:00:00;5940,000
12.10.2024 22:00:00;12.10.2024 23:00:00;5831,900
12.10.2024 23:00:00;13.10.2024 00:00:00;5415,000
13.10.2024 00:00:00;13.10.2024 01:00:00;5167,500
13.10.2024 01:00:00;13.10.2024 02:00:00;4935,600
13.10.2024 02:00:00;13.10.2024 03:00:00;4844,800
13.10.2024 03:00:00;13.10.2024 04:00:00;4693,900
13.10.2024 04:00:00;13.10.2024 05:00:00;4718,200
13.10.2024 05:00:00;13.10.2024 06:00:00;4926,800
13.10.2024 06:00:00;13.10.2024 07:00:00;5138,300
13.10.2024 07:00:00;13.10.2024 08:00:00;5499,000
13.10.2024 08:00:00;13.10.2024 09:00:00;5781,600
13.10.2024 09:00:00;13.10.2024 10:00:00;6067,800
13.10.2024 10:00:00;13.10.2024 11:00:00;6320,900
13.10.2024 11:00:00;13.10.2024 12:00:00;6446,300
13.10.2024 12:00:00;13.10.2024 13:00:00;6319,900
13.10.2024 13:00:00;13.10.2024 14:00:00;6066,400
13.10.2024 14:00:00;13.10.2024 15:00:00;5835,300
13.10.2024 15:00:00;13.10.2024 16:00:00;5815,400
13.10.2024 16:00:00;13.10.2024 17:00:00;5952,300
13.10.2024 17:00:00;13.10.2024 18:00:00;6241,500
13.10.2024 18:00:00;13.10.2024 19:00:00;6639,800
13.10.2024 19:00:00;13.10.2024 20:00:00;6617,900
13.10.2024 20:00:00;13.10.2024 21:00:00;6299,000
13.10.2024 21:00:00;13.10.2024 22:00:00;5984,100
13.10.2024 22:00:00;13.10.2024 23:00:00;5934,400
13.10.2024 23:00:00;14.10.2024 00:00:00;5524,700
