﻿Zeit von [CET/CEST];Zeit bis [CET/CEST];Gesamt (inklusive anderer Generationstypen) [MW];Wind [MW];Solar [MW]
04.12.2024 03:00:00;04.12.2024 04:00:00;4605,600;267,000;0,000
04.12.2024 04:00:00;04.12.2024 05:00:00;4784,400;261,000;0,000
04.12.2024 05:00:00;04.12.2024 06:00:00;5279,600;246,000;0,000
04.12.2024 06:00:00;04.12.2024 07:00:00;6265,400;236,000;0,000
04.12.2024 07:00:00;04.12.2024 08:00:00;8730,800;273,000;22,000
04.12.2024 08:00:00;04.12.2024 09:00:00;9205,200;374,000;196,000
04.12.2024 09:00:00;04.12.2024 10:00:00;9246,900;485,000;442,000
04.12.2024 10:00:00;04.12.2024 11:00:00;9124,400;515,000;589,000
04.12.2024 11:00:00;04.12.2024 12:00:00;8701,000;497,000;662,000
04.12.2024 12:00:00;04.12.2024 13:00:00;8787,900;467,000;659,000
04.12.2024 13:00:00;04.12.2024 14:00:00;8779,300;444,000;560,000
04.12.2024 14:00:00;04.12.2024 15:00:00;8859,400;469,000;342,000
04.12.2024 15:00:00;04.12.2024 16:00:00;9244,400;561,000;148,000
04.12.2024 16:00:00;04.12.2024 17:00:00;9618,000;713,000;13,000
04.12.2024 17:00:00;04.12.2024 18:00:00;9941,900;896,000;0,000
04.12.2024 18:00:00;04.12.2024 19:00:00;9977,000;1011,000;0,000
04.12.2024 19:00:00;04.12.2024 20:00:00;9882,300;1051,000;0,000
04.12.2024 20:00:00;04.12.2024 21:00:00;8249,600;1105,000;0,000
04.12.2024 21:00:00;04.12.2024 22:00:00;7086,400;1170,000;0,000
04.12.2024 22:00:00;04.12.2024 23:00:00;6227,700;1225,000;0,000
04.12.2024 23:00:00;05.12.2024 00:00:00;5896,400;1236,000;0,000
05.12.2024 00:00:00;05.12.2024 01:00:00;5564,600;1208,000;0,000
05.12.2024 01:00:00;05.12.2024 02:00:00;4985,100;1231,000;0,000
05.12.2024 02:00:00;05.12.2024 03:00:00;4903,100;1236,000;0,000
05.12.2024 03:00:00;05.12.2024 04:00:00;4643,300;1175,000;0,000
05.12.2024 04:00:00;05.12.2024 05:00:00;4873,500;1147,000;0,000
05.12.2024 05:00:00;05.12.2024 06:00:00;5624,200;1134,000;0,000
05.12.2024 06:00:00;05.12.2024 07:00:00;6584,800;1058,000;0,000
05.12.2024 07:00:00;05.12.2024 08:00:00;6937,200;916,000;23,000
05.12.2024 08:00:00;05.12.2024 09:00:00;8521,700;770,000;244,000
05.12.2024 09:00:00;05.12.2024 10:00:00;7651,800;585,000;677,000
05.12.2024 10:00:00;05.12.2024 11:00:00;6902,100;385,000;923,000
05.12.2024 11:00:00;05.12.2024 12:00:00;6490,800;261,000;1094,000
05.12.2024 12:00:00;05.12.2024 13:00:00;6377,400;196,000;1090,000
05.12.2024 13:00:00;05.12.2024 14:00:00;5982,300;152,000;904,000
05.12.2024 14:00:00;05.12.2024 15:00:00;5953,500;97,000;520,000
05.12.2024 15:00:00;05.12.2024 16:00:00;7026,500;52,000;204,000
05.12.2024 16:00:00;05.12.2024 17:00:00;6132,200;32,000;17,000
05.12.2024 17:00:00;05.12.2024 18:00:00;7565,300;44,000;0,000
05.12.2024 18:00:00;05.12.2024 19:00:00;7286,700;86,000;0,000
05.12.2024 19:00:00;05.12.2024 20:00:00;6974,200;183,000;0,000
05.12.2024 20:00:00;05.12.2024 21:00:00;5953,700;422,000;0,000
05.12.2024 21:00:00;05.12.2024 22:00:00;5631,100;845,000;0,000
05.12.2024 22:00:00;05.12.2024 23:00:00;5456,300;1313,000;0,000
05.12.2024 23:00:00;06.12.2024 00:00:00;5184,500;1754,000;0,000
06.12.2024 00:00:00;06.12.2024 01:00:00;4706,500;2062,000;0,000
06.12.2024 01:00:00;06.12.2024 02:00:00;4596,500;2227,000;0,000
06.12.2024 02:00:00;06.12.2024 03:00:00;4653,400;2412,000;0,000
06.12.2024 03:00:00;06.12.2024 04:00:00;4747,100;2620,000;0,000
06.12.2024 04:00:00;06.12.2024 05:00:00;4931,700;2842,000;0,000
06.12.2024 05:00:00;06.12.2024 06:00:00;5788,800;3011,000;0,000
06.12.2024 06:00:00;06.12.2024 07:00:00;6984,800;3115,000;0,000
06.12.2024 07:00:00;06.12.2024 08:00:00;7981,000;3153,000;19,000
06.12.2024 08:00:00;06.12.2024 09:00:00;8747,200;3167,000;143,000
06.12.2024 09:00:00;06.12.2024 10:00:00;8371,500;3110,000;288,000
06.12.2024 10:00:00;06.12.2024 11:00:00;7644,500;2862,000;392,000
06.12.2024 11:00:00;06.12.2024 12:00:00;6999,700;2464,000;506,000
06.12.2024 12:00:00;06.12.2024 13:00:00;6706,600;2079,000;546,000
06.12.2024 13:00:00;06.12.2024 14:00:00;6502,700;1512,000;453,000
06.12.2024 14:00:00;06.12.2024 15:00:00;6542,900;1023,000;285,000
06.12.2024 15:00:00;06.12.2024 16:00:00;7270,900;875,000;142,000
06.12.2024 16:00:00;06.12.2024 17:00:00;8638,200;899,000;12,000
06.12.2024 17:00:00;06.12.2024 18:00:00;8721,300;1036,000;0,000
06.12.2024 18:00:00;06.12.2024 19:00:00;8259,800;1267,000;0,000
06.12.2024 19:00:00;06.12.2024 20:00:00;7779,600;1462,000;0,000
06.12.2024 20:00:00;06.12.2024 21:00:00;6863,800;1819,000;0,000
06.12.2024 21:00:00;06.12.2024 22:00:00;5943,300;2195,000;0,000
06.12.2024 22:00:00;06.12.2024 23:00:00;5431,500;2347,000;0,000
06.12.2024 23:00:00;07.12.2024 00:00:00;5217,700;2420,000;0,000
07.12.2024 00:00:00;07.12.2024 01:00:00;4775,900;2310,000;0,000
07.12.2024 01:00:00;07.12.2024 02:00:00;4602,900;2113,000;0,000
07.12.2024 02:00:00;07.12.2024 03:00:00;4357,700;2003,000;0,000
07.12.2024 03:00:00;07.12.2024 04:00:00;4215,900;1880,000;0,000
07.12.2024 04:00:00;07.12.2024 05:00:00;4341,200;1708,000;0,000
07.12.2024 05:00:00;07.12.2024 06:00:00;4687,300;1588,000;0,000
07.12.2024 06:00:00;07.12.2024 07:00:00;4826,200;1398,000;0,000
07.12.2024 07:00:00;07.12.2024 08:00:00;5037,900;1034,000;19,000
07.12.2024 08:00:00;07.12.2024 09:00:00;5132,100;641,000;233,000
07.12.2024 09:00:00;07.12.2024 10:00:00;5284,600;364,000;764,000
07.12.2024 10:00:00;07.12.2024 11:00:00;5106,800;247,000;1009,000
07.12.2024 11:00:00;07.12.2024 12:00:00;5305,500;218,000;1116,000
07.12.2024 12:00:00;07.12.2024 13:00:00;5086,100;218,000;997,000
07.12.2024 13:00:00;07.12.2024 14:00:00;5156,000;355,000;719,000
07.12.2024 14:00:00;07.12.2024 15:00:00;5285,500;737,000;355,000
07.12.2024 15:00:00;07.12.2024 16:00:00;5707,400;1334,000;149,000
07.12.2024 16:00:00;07.12.2024 17:00:00;6006,500;1859,000;12,000
07.12.2024 17:00:00;07.12.2024 18:00:00;6199,700;2122,000;0,000
07.12.2024 18:00:00;07.12.2024 19:00:00;6211,600;2243,000;0,000
07.12.2024 19:00:00;07.12.2024 20:00:00;6140,100;2284,000;0,000
07.12.2024 20:00:00;07.12.2024 21:00:00;6049,700;2223,000;0,000
07.12.2024 21:00:00;07.12.2024 22:00:00;5684,000;2074,000;0,000
07.12.2024 22:00:00;07.12.2024 23:00:00;5268,300;1839,000;0,000
07.12.2024 23:00:00;08.12.2024 00:00:00;4871,900;1558,000;0,000
08.12.2024 00:00:00;08.12.2024 01:00:00;4711,600;1312,000;0,000
08.12.2024 01:00:00;08.12.2024 02:00:00;4134,900;1160,000;0,000
08.12.2024 02:00:00;08.12.2024 03:00:00;4044,500;1090,000;0,000
08.12.2024 03:00:00;08.12.2024 04:00:00;3993,300;1055,000;0,000
08.12.2024 04:00:00;08.12.2024 05:00:00;3974,600;1018,000;0,000
08.12.2024 05:00:00;08.12.2024 06:00:00;4121,500;1010,000;0,000
08.12.2024 06:00:00;08.12.2024 07:00:00;4293,000;977,000;0,000
08.12.2024 07:00:00;08.12.2024 08:00:00;4590,200;873,000;18,000
08.12.2024 08:00:00;08.12.2024 09:00:00;4801,600;770,000;174,000
08.12.2024 09:00:00;08.12.2024 10:00:00;4880,500;669,000;463,000
08.12.2024 10:00:00;08.12.2024 11:00:00;4881,200;578,000;608,000
08.12.2024 11:00:00;08.12.2024 12:00:00;4862,100;501,000;643,000
08.12.2024 12:00:00;08.12.2024 13:00:00;4791,800;430,000;622,000
08.12.2024 13:00:00;08.12.2024 14:00:00;4784,500;355,000;506,000
08.12.2024 14:00:00;08.12.2024 15:00:00;4736,700;274,000;315,000
08.12.2024 15:00:00;08.12.2024 16:00:00;4893,500;234,000;160,000
08.12.2024 16:00:00;08.12.2024 17:00:00;5173,900;255,000;13,000
08.12.2024 17:00:00;08.12.2024 18:00:00;5447,500;304,000;0,000
08.12.2024 18:00:00;08.12.2024 19:00:00;5348,900;332,000;0,000
08.12.2024 19:00:00;08.12.2024 20:00:00;5311,400;359,000;0,000
08.12.2024 20:00:00;08.12.2024 21:00:00;5199,000;418,000;0,000
08.12.2024 21:00:00;08.12.2024 22:00:00;5099,500;501,000;0,000
08.12.2024 22:00:00;08.12.2024 23:00:00;4963,400;612,000;0,000
08.12.2024 23:00:00;09.12.2024 00:00:00;4716,500;726,000;0,000
